,_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,airline_sentiment,airline_sentiment:confidence,negativereason,negativereason:confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_id,tweet_location,user_timezone
8360,681459234,False,finalized,3,2/25/15 1:30,negative,0.6471,Cancelled Flight,0.3345,Delta,,ZKatcher,,0,@JetBlue - He Cancelled Flightled a flight &amp; was given 2 weeks to apply travel bank credit to another flight &amp; credit was transferable,"[0.0, 0.0]",2/19/15 8:02,5.6844e+17,"Washington, DC",Eastern Time (US & Canada)
9603,681460889,False,finalized,3,2/25/15 1:57,neutral,0.6458,,,US Airways,,PeterPiatetsky,,0,@USAirways thank you for the apology,,2/23/15 4:56,5.69843e+17,Nebraska,Eastern Time (US & Canada)
2299,681451536,False,finalized,3,2/25/15 7:23,negative,1.0,Late Flight,1.0,United,,loracle,,1,@united my flight is Late Flight due to mechanical issues 3 of 4 flights in past 10 days!,,2/21/15 15:08,5.69272e+17,California,Pacific Time (US & Canada)
4836,681454831,False,finalized,3,2/25/15 1:50,negative,1.0,Lost Luggage,1.0,Southwest,,scoobydoo9749,,0,@SouthwestAir i got the call from RDU that my baggage is there except that doesn't help me bc i can't get it until I'm flying back home.,,2/22/15 18:40,5.69688e+17,"Tallahassee, FL",America/Chicago
708,681449203,False,finalized,3,2/25/15 8:12,negative,1.0,Lost Luggage,1.0,United,,LukeGzus,,0,@united Thanks for remembering to load my bag onto my connecting flight. Oh wait you forgot. Iceland should be fun with no clothes....,,2/24/15 1:56,5.7016e+17,,
10643,681461935,False,finalized,3,2/25/15 3:01,positive,1.0,,,US Airways,,_G_Stevens,,0,@USAirways Just spoke with a representative. Moved my flight earlier. Thank you so much for the follow up.,,2/20/15 22:31,5.69022e+17,NYC,Eastern Time (US & Canada)
1153,681449951,False,finalized,3,2/25/15 1:41,negative,1.0,Cancelled Flight,0.6507,United,,PhilipRose,,1,"@united Cancelled Flights flt from EWR. ""No crew"".Tells wife &amp; 4 yr old to ""get to NY to catch @AirCanada"" to YYZ! Good #customerservice is dead.",,2/23/15 9:32,5.69913e+17,"Toronto, ON.....for now.",Central Time (US & Canada)
12978,681678133,False,finalized,3,2/25/15 18:58,negative,1.0,Customer Service Issue,1.0,American,,joseglopez00,,1,@AmericanAir from the rude ticket counter employees to forcing my wife on standby and then pushing her down the list.. it was a very bad day,,2/23/15 13:18,5.6997e+17,"Springfield, MO",Central Time (US & Canada)
4527,681454517,False,finalized,3,2/25/15 1:28,neutral,1.0,,,Southwest,,MastoBabii,,0,@SouthwestAir reference #: 261093929756,,2/23/15 19:35,5.70064e+17,,
6785,681457209,False,finalized,3,2/25/15 1:45,positive,1.0,,,Delta,,leezbtv,,0,@JetBlue Thanks for the quick reply! Just wanted to make sure it wasn't just my account :),,2/24/15 9:46,5.70279e+17,Seattle,Pacific Time (US & Canada)
2261,681451498,False,finalized,3,2/25/15 9:37,negative,1.0,Flight Booking Problems,0.3513,United,,thatchickmaggie,,1,@united is trying to strand us in Houston until tomorrow morning. pretty sure overFlight Booking Problems and maintenance aren't our fault.,,2/21/15 16:18,5.6929e+17,"Washington, DC",Eastern Time (US & Canada)
12217,681677364,False,finalized,3,2/25/15 19:10,negative,1.0,Flight Attendant Complaints,0.3446,American,,weezerandburnie,,0,@AmericanAir since you don't care about what happens to your passengers on your planes we will now be contacting the Police Dept,,2/24/15 8:37,5.70261e+17,Belle MO,
12521,681677669,False,finalized,3,2/25/15 19:20,negative,1.0,longlines,0.3598,American,,danilo23donna,,0,@AmericanAir its not weather thats why i said the other people received hotel rooms while the people at the end of the line did not get them,,2/23/15 23:55,5.7013e+17,,
8789,681459828,False,finalized,3,2/25/15 6:50,positive,1.0,,,Delta,,TriRacer429,,0,@JetBlue I agree!!!  If only there was a frequent tweeter discount so I could fly to see more friends! _Ù÷Û@Tinman2IronMan @meggersrocks,,2/17/15 16:41,5.67846e+17,"Arlington, Virginia ",
7668,681458384,False,finalized,3,2/25/15 7:31,negative,1.0,Bad Flight,0.6556,Delta,,DestineMedia,,0,@JetBlue you have to service your remote controllers on my flight I watched equalizer (movie) THREE times because my remote was stuck,,2/21/15 21:23,5.69367e+17,BB PIN:28AF78F4,Eastern Time (US & Canada)
6723,681457091,False,finalized,3,2/25/15 9:39,positive,1.0,,,Southwest,,RachFee,,0,"@SouthwestAir Beautiful, thanks a ton!",,2/17/15 8:22,5.67721e+17,"London, Ontario, Canada",Central Time (US & Canada)
9067,681460108,False,finalized,3,2/25/15 4:58,neutral,1.0,,,US Airways,,oliviahaymond,,0,"@USAirways Is there a phone line to call into that isn't being affected by ""bad weather""? Trying to book a vacation, here... _ÙÔÛ",,2/24/15 8:13,5.70255e+17,"Tampa, Florida",Eastern Time (US & Canada)
7258,681457756,False,finalized,3,2/25/15 2:13,negative,0.6632,Cancelled Flight,0.3474,Delta,,castellarin1126,,0,@JetBlue other jfk to Boston flights went off with some delay but not this.  #epicfail,,2/22/15 20:59,5.69723e+17,,
7365,681457867,False,finalized,3,2/25/15 1:30,negative,0.6838,Customer Service Issue,0.6838,Delta,,GinaMarie_F,,0,@JetBlue If seats aren't guaranteed why do we pay for them? when I called the rep said some other people booked our seats.,"[40.61878764, -74.01544319]",2/22/15 15:41,5.69643e+17,Brooklyn =),Eastern Time (US & Canada)
10849,681462143,False,finalized,3,2/25/15 1:48,positive,0.6638,,,US Airways,,franchise02,,0,"@USAirways Thanks. No DC yet, I see. I will keep that link and check back. Appreciate it!",,2/20/15 9:30,5.68825e+17,,Eastern Time (US & Canada)
2258,681451495,False,finalized,3,2/25/15 8:27,negative,1.0,Can't Tell,1.0,United,,JSJ35,,0,@united never again.,,2/21/15 16:31,5.69293e+17,Blue Area of the Moon,Eastern Time (US & Canada)
14022,681679180,False,finalized,3,2/25/15 19:08,positive,0.6414,,,American,,georgetietjen,,0,@AmericanAir @DAI_President Good luck at DFW this evening AA!,,2/22/15 17:53,5.69676e+17,,
14139,681679297,False,finalized,3,2/25/15 19:19,negative,1.0,Customer Service Issue,0.6524,American,,Davitossss,,1,@AmericanAir now I have to pay for a hotel a car ride miss classes which I pay 30k for and miss work and you tell me to talk to someone,,2/22/15 16:56,5.69662e+17,,
9306,681460501,False,finalized,3,2/25/15 2:53,negative,1.0,Flight Booking Problems,1.0,US Airways,,hamervich,,0,@USAirways why is it impossible to change / buy preferred seats via your app?,,2/23/15 14:48,5.69992e+17,,
10493,681461784,False,finalized,3,2/25/15 4:33,negative,1.0,Can't Tell,0.6695,US Airways,,MaxAtchity,,0,"@USAirways comin in clutch and sending me to Charlotte then home, I h8 u @AmericanAir, except for Wayne u a real g #ThankJesus #ThankMe",,2/21/15 13:47,5.69252e+17,,Eastern Time (US & Canada)
3739,681453726,False,finalized,3,2/25/15 1:39,negative,1.0,Flight Booking Problems,0.6481,United,,140JustinC,,0,@united flying lax to Sfo and system won't let me check in. Your site tells me to do it through @AirCanada and they tell me through you.,,2/18/15 13:25,5.68159e+17,Fredericton NB,Atlantic Time (Canada)
6385,681456637,False,finalized,3,2/25/15 7:52,negative,1.0,Flight Attendant Complaints,1.0,Southwest,,DcRealityPunch,,0,"@southwestair,  Your male flight attendants must being playing a game called Who can be the Bigger Dick to People. Flight 952 to CHI-MID",,2/17/15 19:57,5.67896e+17,,Hawaii
2692,681452251,False,finalized,3,2/25/15 6:41,positive,1.0,,,United,,bakedstove,,0,"@united Both flights went great and improved my view of your airline, cheers! Flight attendents on UA1022 deserve a raise",,2/20/15 18:00,5.68953e+17,"Boston, Massachusetts",Eastern Time (US & Canada)
10978,681462273,False,finalized,3,2/25/15 2:30,negative,1.0,Cancelled Flight,0.6276,US Airways,,lj_verde,,0,@USAirways unacceptable. You knew the pilot wouldn't be able to complete the trip. Wasted all of our time.,,2/19/15 21:31,5.68644e+17,DC,Eastern Time (US & Canada)
11778,681463080,False,finalized,3,2/25/15 8:06,negative,1.0,Flight Attendant Complaints,0.6419,US Airways,,liquidfox1,,0,"@USAirways me too. In the future, have a better harsh weather preparedness plan. So much of your staff called out that everything snowballed",,2/17/15 11:13,5.67764e+17,This is an AD account. 18+,
9725,681461011,False,finalized,3,2/25/15 9:31,negative,1.0,Late Flight,1.0,US Airways,,daniellelewis_1,,0,"@USAirways delayed 2.5 hours @longbeachairport trying to get to @PHXSkyHarbor; give us an update, please???",,2/22/15 19:09,5.69695e+17,,Eastern Time (US & Canada)
5180,681455178,False,finalized,3,2/25/15 0:57,negative,1.0,Lost Luggage,1.0,Southwest,,goodchrism,,0,@SouthwestAir lost bag on flight to Vegas. Now to El Paso. Going to Dallas love. Gate attendant said see if can coordinate to get it to Love,,2/21/15 15:19,5.69275e+17,"Boston, MA",Eastern Time (US & Canada)
10263,681461554,False,finalized,3,2/25/15 5:03,negative,1.0,Customer Service Issue,1.0,US Airways,,amyleis_janney,,0,@USAirways 3 hrs on hold. Husband has decided we should sleep in shifts so we don't miss the phone rep. to reschedule,,2/22/15 1:42,5.69432e+17,,Mid-Atlantic
5385,681455383,False,finalized,3,2/25/15 6:54,negative,1.0,Customer Service Issue,0.6563,Southwest,,sailorchick9705,,0,@SouthwestAir crazy hold times today. Over an hour now. Help?,,2/21/15 7:16,5.69154e+17,CT,
7523,681458133,False,finalized,3,2/25/15 4:38,negative,1.0,Late Flight,1.0,Delta,,jackburke,,0,@JetBlue nope. This 8:45am flight is now not leaving until almost 5pm. 5! I can't believe I paid money for this.,,2/22/15 9:12,5.69545e+17,austin,Eastern Time (US & Canada)
3682,681453632,False,finalized,3,2/25/15 8:17,negative,1.0,Late Flight,0.6733,United,,kristen_19,,0,@united it's almost like we're punished for living near a large metro area. EWR was top ranked for domestic delays. Not good,,2/18/15 15:20,5.68188e+17,,Quito
6670,681457002,False,finalized,3,2/25/15 2:04,negative,1.0,Customer Service Issue,1.0,Southwest,,caralageson,,0,@SouthwestAir 45mins wait on the phone with no option for a callback? Finally had to hang up because my phone was dying. #customerservice,,2/17/15 9:31,5.67738e+17,"Cleveland, Ohio",Central Time (US & Canada)
4460,681454450,False,finalized,3,2/25/15 3:56,neutral,1.0,,,Southwest,,chrisharriscw,,0,@SouthwestAir An Oscar-worthy entrance into LA. http://t.co/10tmtHVFDC,,2/24/15 7:18,5.70241e+17,"Austin, TX",Central Time (US & Canada)
14034,681679192,False,finalized,3,2/25/15 18:50,negative,1.0,Lost Luggage,0.6298,American,,PhotosBySharon,,0,"@AmericanAir - We have; they were useless. Baggage service called before 9 to tell us we would have bags by 3. Now, maybe midnight.",,2/22/15 17:50,5.69676e+17,Massachusetts,Quito
9176,681460275,False,finalized,3,2/25/15 3:26,negative,1.0,Customer Service Issue,1.0,US Airways,,worldwideweg,,0,@usairways - It's all automated and no one cares to understand the problem I'm having,,2/23/15 20:51,5.70084e+17,,
13097,681678252,False,finalized,3,2/25/15 19:03,neutral,1.0,,,American,,MikeBarr63,,0,@AmericanAir I was going to change it to tomorrow because I am concerned if the fllight does make I won't be able to leave the airport   1/2,,2/23/15 11:24,5.69941e+17,"Allen, TX",
12358,681677505,False,finalized,3,2/25/15 19:20,negative,1.0,Customer Service Issue,1.0,American,,mirandaash,,0,@AmericanAir That what I hoped - contacted them 3 wks ago about this but they have not responded and still issued in US funds. #frustrated,,2/24/15 5:54,5.7022e+17,"Surrey, UK",London
8274,681459086,False,finalized,3,2/25/15 6:49,neutral,0.6602,,0.0,Delta,,bwsf93,,0,"@JetBlue and of course that was supposed to say Logan, not login",,2/19/15 14:38,5.6854e+17,NOVA,America/New_York
4162,681454149,False,finalized,3,2/25/15 6:52,negative,1.0,Can't Tell,0.6542,United,,judaline6,,0,@united can't believe United can't find someone to just simply check a seat back for a missing passport. Loved United but debating choice,,2/17/15 13:40,5.67801e+17,,Quito
2300,681451537,False,finalized,3,2/25/15 7:48,negative,1.0,Flight Attendant Complaints,0.6854,United,,luko,,1,@united employees almost seem happy when delivery terrible customer service.,,2/21/15 15:06,5.69272e+17,Pittsburgh,Quito
10795,681462089,False,finalized,3,2/25/15 6:01,neutral,1.0,,,US Airways,,exilauren,,0,@USAirways followed!,,2/20/15 12:30,5.6887e+17,"Washington, DC via Boston",Central Time (US & Canada)
6478,681456730,False,finalized,3,2/25/15 1:55,positive,1.0,,,Southwest,,floridacarolina,,0,"@SouthwestAir really appreciate the follow up, I always fly with y'all for a reason!",,2/17/15 15:23,5.67827e+17,"Nashville, TN",Central Time (US & Canada)
3460,681453258,False,finalized,3,2/25/15 9:16,positive,1.0,,,United,,scout_mb,,0,@united message sent. Thank you!,,2/19/15 6:58,5.68424e+17,,Eastern Time (US & Canada)
7383,681457896,False,finalized,3,2/25/15 8:36,negative,0.6421,Bad Flight,0.3265,Delta,,arthurhasher,,0,"@JetBlue Token $75.00 Goodwill Voucher for passengers stuck on flight 136 from Phoenix today. 3 hour mark. How about a $27,000 per passenger",,2/22/15 14:59,5.69633e+17,Long Island - Arizona ,
7238,681457736,False,finalized,3,2/25/15 8:59,negative,1.0,Late Flight,1.0,Delta,,SL_024,,0,@JetBlue shocker my flight delayed an hour. Thanks for reminding me why I switched to delta.,,2/23/15 5:14,5.69848e+17,,Eastern Time (US & Canada)
410,681448902,False,finalized,3,2/25/15 6:40,neutral,0.6769,,0.0,Virgin America,,wmrrock,,0,@VirginAmerica You should still develop an app - then you will be my favorite airline.,"[0.0, 0.0]",2/18/15 12:48,5.6815e+17,CT,Eastern Time (US & Canada)
3549,681453407,False,finalized,3,2/25/15 5:11,negative,0.6485,Customer Service Issue,0.3384,United,,themkhiggy,,0,"@united ^GJ funny, I did and the attendant recommended me tweeting you letting you know about my subpar customer service. #RunAround",,2/18/15 21:06,5.68275e+17,"Houston, TX",Central Time (US & Canada)
361,681448850,False,finalized,3,2/25/15 3:26,neutral,0.6624,,0.0,Virgin America,,giannilee,,0,Bruh ÛÏ@VirginAmerica: @giannilee Turn down for what. #VXSafetyDanceÛ,,2/19/15 10:53,5.68483e+17,VFILES DJ CHAMPION,Eastern Time (US & Canada)
10010,681461298,False,finalized,3,2/25/15 7:56,negative,1.0,Late Flight,1.0,US Airways,,jph_sc,,0,@USAirways missing our connection due to delay out of @LAS. Told not looking good for tmrw either. We will be stuck in #CLT. Help!,,2/22/15 11:15,5.69576e+17,"Charleston, SC",Eastern Time (US & Canada)
6380,681456632,False,finalized,3,2/25/15 2:51,neutral,0.6514,,0.0,Southwest,,rgritt,,0,@SouthwestAir I need some help with a reservation,,2/17/15 20:12,5.67899e+17,"42.102725,-87.970154",Mountain Time (US & Canada)
362,681448851,False,finalized,3,2/25/15 6:54,positive,1.0,,,Virgin America,,Rgulojr,,0,@VirginAmerica of course! I work for @VirginAtlantic and I'm obsessed with the entire Virgin family!!,,2/19/15 10:47,5.68482e+17,Chicago,Eastern Time (US & Canada)
5309,681455307,False,finalized,3,2/25/15 6:48,negative,1.0,Flight Attendant Complaints,1.0,Southwest,,stacymichael14,,0,@SouthwestAir  the agents werenot helpful told me I would have to pay 2chng even though I Tld them going2 bwi whch is part of trvl advsry,,2/21/15 10:44,5.69206e+17,,
2533,681451926,False,finalized,3,2/25/15 5:23,negative,1.0,Flight Attendant Complaints,0.6646,United,,thefarb,,0,"@united do you teach your gate agents 2 lie? Or do they just learn on their own? There was overhead space for my bag,  didn't have to check",,2/21/15 5:08,5.69121e+17,"ÌÏT: 39.39339,-76.762595",Eastern Time (US & Canada)
5580,681455580,False,finalized,3,2/25/15 7:13,positive,1.0,,,Southwest,,liberapertus,,0,"@SouthwestAir   Happily, flight 1625 was not delayed when a cockpit visit blew my four-yr-old's mind. Thanks, Cap'n! http://t.co/C8mqEzXVdH",,2/20/15 13:25,5.68884e+17,"St. Paul, MN",Central Time (US & Canada)
10531,681461823,False,finalized,3,2/25/15 5:19,negative,1.0,Cancelled Flight,1.0,US Airways,,Marci_DZ,,0,@USAirways now what? You Cancelled Flightled my flight again... Are you paying for my hotel?,,2/21/15 11:43,5.69221e+17,,Eastern Time (US & Canada)
597,681449091,False,finalized,3,2/25/15 5:57,negative,0.6281,Customer Service Issue,0.3391,United,,AldenGlobe,,0,@united Mobile boarding pass disappeared from phone while standing in line to board. Second time this week... Hmm.,,2/24/15 8:31,5.7026e+17,"Steamboat Springs, CO",Mountain Time (US & Canada)
1883,681451035,False,finalized,3,2/25/15 6:18,negative,1.0,Late Flight,0.6752,United,,drr51664,,0,@united leadership counts. landed at 11:15 last night-deplaned at 12:40. 45 minutes of that was waiting for the jetway. Inexcusable,,2/22/15 8:33,5.69536e+17,Central NJ,
13701,681678859,False,finalized,3,2/25/15 19:18,negative,1.0,Lost Luggage,1.0,American,,sigmanu56,,0,@AmericanAir Yes and without my bags. 2 first class tickets to Tahiti would be nice. Just saying,,2/22/15 22:15,5.69742e+17,"Natchitoches, LA",
10439,681461730,False,finalized,3,2/25/15 1:34,negative,1.0,Late Flight,1.0,US Airways,,JackHWharton,,0,@USAirways sucks.  Flt 2692 Late Flight by 20 mins missed my connection.  Thanks for the 10 bucks and a middle seat on the next flt.,"[33.43629607, -111.99894068]",2/21/15 17:18,5.69305e+17,,
3865,681453852,False,finalized,3,2/25/15 1:58,negative,0.6786,Cancelled Flight,0.3563,United,,sheldoncharron,,0,".@united: Just landed. A day Late Flight with almost no sleep, but here. I feel sorry for the woman I consoled who's mother died during the night.",,2/18/15 7:22,5.68068e+17,Los Angeles & Vancouver,Pacific Time (US & Canada)
321,681448807,False,finalized,3,2/25/15 9:38,negative,1.0,Flight Booking Problems,0.6841,Virgin America,,davidhfe,,0,@VirginAmerica WTF is happening in PDX Late Flight March such that one way from SFO is ~$550?,,2/19/15 22:44,5.68662e+17,"San Francisco, CA",Pacific Time (US & Canada)
305,681448791,False,finalized,3,2/25/15 10:59,negative,0.662,Flight Booking Problems,0.662,Virgin America,,chrisaguiar88,,0,@VirginAmerica The Flight Booking Problems section of your website seems to be broken on Chrome. Might wanna look into that.,,2/20/15 8:36,5.68811e+17,Massachusetts,
2349,681451586,False,finalized,3,2/25/15 8:10,negative,1.0,Cancelled Flight,1.0,United,,Keels2515,,0,@united my husband is supposed to fly RDU to IAD then IAD to FRA leaving in 2 hours. You Cancelled Flighted his flight and there's a 1hr wait on phone,,2/21/15 13:38,5.6925e+17,"Raleigh, NC",Eastern Time (US & Canada)
7608,681458281,False,finalized,3,2/25/15 9:51,negative,1.0,Late Flight,1.0,Delta,,DrCraigKasper,,0,"@JetBlue flt 136 from PHX. Delayed 2 hrs, circle 1 hr, divert to upstate NY, just sitting for 1 hr No communication #horrible",,2/22/15 6:54,5.69511e+17,"New York, New York",Eastern Time (US & Canada)
11515,681462816,False,finalized,3,2/25/15 3:10,negative,1.0,Can't Tell,1.0,US Airways,,kvetcher,,0,",@USAirways 2nd time this occurred in 3 weeks. I'm not patient. I have no choice.  #Antitrust issue",,2/18/15 6:39,5.68057e+17,"Major metro area, USA",Eastern Time (US & Canada)
10577,681461869,False,finalized,3,2/25/15 7:01,negative,1.0,Customer Service Issue,1.0,US Airways,,Indydi5,,0,@USAirways  ! THE WORST in customer service. @USAirways ! Calling for over a month to book a flight! #poorcustomerservice #usairwaysfflyer,,2/21/15 8:11,5.69168e+17,Maryland,
13362,681678517,False,finalized,3,2/25/15 19:33,negative,1.0,Customer Service Issue,1.0,American,,MeeestarCoke,,0,@AmericanAir I did set up notifications through AA &amp; Us airways. still nothing,,2/23/15 7:28,5.69881e+17,BK,
10048,681461336,False,finalized,3,2/25/15 8:40,negative,1.0,Customer Service Issue,0.6617,US Airways,,JFSebastian67,,0,@USAirways I have been trying to get through to a representative for 7 hours aboout my Cancelled Flightled flight. Have you simply given up?,,2/22/15 10:02,5.69558e+17,,Hawaii
1205,681450039,False,finalized,3,2/25/15 6:25,negative,0.6545,Customer Service Issue,0.6545,United,,jnostrant,,0,@united still no response??,,2/23/15 7:54,5.69888e+17,"Los Angeles, CA",Pacific Time (US & Canada)
5653,681455654,False,finalized,3,2/25/15 3:47,negative,1.0,Customer Service Issue,0.6735,Southwest,,noli528,,0,@SouthwestAir Flight to Nashville was Cancelled Flightled. How do we another flight? I've been trying to call &amp; cannot get a human,,2/20/15 10:01,5.68833e+17,"Nashville, TN",Central Time (US & Canada)
12803,681677957,False,finalized,3,2/25/15 19:00,negative,1.0,Can't Tell,0.6632,American,,whyemes,,0,"@AmericanAir Really?They closed the gate at 10:30 instead of40.I got there at 10:39. If u wudda put in my ktn like I asked, I wudda made it.",,2/23/15 16:22,5.70016e+17,,
13714,681678872,False,finalized,3,2/25/15 19:10,negative,1.0,Lost Luggage,0.6464,American,,JigsawLounge,,0,"@AmericanAir bag turned up, no thanks to your useless call-centre and useless website",,2/22/15 22:01,5.69739e+17,SR2,London
1432,681450294,False,finalized,3,2/25/15 9:01,negative,0.6882,Can't Tell,0.3441,United,,PopsCutrona,,1,@united quick (serious) question - any resources/ratings showing the quality of service is better than 8th place? http://t.co/deWIthPeW2,,2/22/15 20:58,5.69723e+17,"San Francisco, Ca",Pacific Time (US & Canada)
8244,681459033,False,finalized,3,2/25/15 3:36,positive,1.0,,,Delta,,dcooode,,0,"@JetBlue Although it wasn't totally the answer I was looking for, I appreciate the prompt response.",,2/19/15 16:01,5.68561e+17,,
9765,681461051,False,finalized,3,2/25/15 8:31,neutral,1.0,,,US Airways,,miscgal,,0,@USAirways what happens to frequent flyer miles earned once merger is complete with AA?,,2/22/15 17:54,5.69677e+17,,Tehran
11612,681462913,False,finalized,3,2/25/15 5:23,negative,0.7072,Late Flight,0.7072,US Airways,,AliNHamdani,,0,@USAirways @husainhaqqani Mr. Husain u shld protest as well when one of ur party member Rehman Malik delayed a PIA flight for hours..???,,2/17/15 18:56,5.6788e+17,Islamabad,Islamabad
6061,681456300,False,finalized,3,2/25/15 8:24,neutral,0.6832,,,Southwest,,a_lichtenfels,,0,@SouthwestAir I think me and my group could use some nice cold drinks once we get in the air...we are all over 21 _Ù÷Ï_Ù÷_,,2/19/15 4:25,5.68386e+17,,
11091,681462387,False,finalized,3,2/25/15 3:25,negative,0.6863,Bad Flight,0.6863,US Airways,,relaxed137,,0,@USAirways please secure the 'footrest' shelf' in business class on A330 airplanes!!! http://t.co/ZL4bVEXmcJ,,2/19/15 12:57,5.68515e+17,Arizona,Arizona
2701,681452272,False,finalized,3,2/25/15 9:15,negative,0.6481,Flight Attendant Complaints,0.3351,United,,elbrooklyntaco,,1,"@united unsmiling rep. told us hotel shuttle comes ""like every 15 minutes."" Breezy 30 min. Late Flightr we're taking a cab. You going to reimburse?",,2/20/15 17:49,5.68951e+17,,
7819,681458578,False,finalized,3,2/25/15 0:32,neutral,1.0,,,Delta,,BernardLeCroix,,0,@JetBlue I can't call right now. My baby just fell asleep.,,2/21/15 12:20,5.6923e+17,"Providence, RI",Eastern Time (US & Canada)
10342,681461633,False,finalized,3,2/25/15 5:51,negative,0.6885,Customer Service Issue,0.6885,US Airways,,Hayden_Ehlich,,0,"@USAirways its fine. 

Just wondering where my money went...",,2/21/15 21:03,5.69362e+17,Blue Ridge High School,Atlantic Time (Canada)
13572,681678730,False,finalized,3,2/25/15 19:33,positive,1.0,,,American,,droqen,,0,@AmericanAir Eventually the call got through. Not sure what changed. Thank you a lot though!,,2/23/15 3:49,5.69826e+17,,Eastern Time (US & Canada)
10370,681461661,False,finalized,3,2/25/15 10:09,negative,1.0,longlines,0.6776,US Airways,,BradHuff88,,0,@USAirways 2 hours and counting waiting to get into a gate in Philadelphia. Just icing on the cake for a miserable flight experience,,2/21/15 20:03,5.69347e+17,CT,
1457,681450319,False,finalized,3,2/25/15 0:59,negative,1.0,Lost Luggage,0.6575,United,,Nic_Thoman23,,1,@united your worker told us not to call because we'd be talking to someone in Thailand...,"[45.67912434, -111.04847959]",2/22/15 20:09,5.69711e+17,GLP,Eastern Time (US & Canada)
5148,681455146,False,finalized,3,2/25/15 3:03,negative,1.0,Lost Luggage,1.0,Southwest,,scoobydoo9749,,0,"@SouthwestAir 9 hrs in Baltimore, still not going to get my baggage to greenville w me. This is just unbelievable.","[39.1766573, -76.669424]",2/21/15 17:31,5.69309e+17,"Tallahassee, FL",America/Chicago
11435,681462736,False,finalized,3,2/25/15 1:02,negative,0.6576,Flight Booking Problems,0.6576,US Airways,,alvarez16,,0,"@USAirways booked an award ticket recently, now same ticket is less miles. how do I contact you without using the online form or phone?",,2/18/15 10:35,5.68117e+17,USA,Eastern Time (US & Canada)
8957,681459996,False,finalized,3,2/25/15 6:58,neutral,1.0,,,Delta,,JetBlueNews,,0,"@JetBlue CEO weighs profits, flyers - @ChronicleHerald (registration) http://t.co/9vKj9S7jrM",,2/17/15 8:05,5.67716e+17,USA,Sydney
6251,681456503,False,finalized,3,2/25/15 1:10,negative,0.6694,Flight Booking Problems,0.3779,Southwest,,BryanAndaya,,0,@SouthwestAir tried to enter that rapid rewards contest link on facebook but all my browsers kept popping up security warnings 4 it.,"[0.0, 0.0]",2/18/15 9:07,5.68095e+17,"Houston, Texas",Mountain Time (US & Canada)
2004,681451238,False,finalized,3,2/25/15 6:30,negative,1.0,Can't Tell,0.7099,United,,mwbotelho,,0,"@united I'm not sure it will have ""next time""...",,2/22/15 4:53,5.6948e+17,Curitiba,Brasilia
9448,681460733,False,finalized,3,2/25/15 1:26,negative,1.0,Late Flight,1.0,US Airways,,meganpberger,,0,@USAirways @AmericanAir - Can flight #415 get the paperwork inputted?? We should have taken off an hour .. #sittingontheplane #hungry,,2/23/15 10:54,5.69933e+17,,Quito
14265,681679424,False,finalized,3,2/25/15 19:08,negative,1.0,Flight Attendant Complaints,1.0,American,,andrearothcraig,,0,"@AmericanAir @sa_craig no gate agent, and only 3 PA updates for 3 hours, hinted at abandonment. horrible experience for all passengers.",,2/22/15 15:45,5.69644e+17,"College Station, TX",Central Time (US & Canada)
12637,681677785,False,finalized,3,2/25/15 18:46,negative,1.0,Customer Service Issue,1.0,American,,samcurly,,0,"@AmericanAir even followed me, but I still can't get them to answer their phones. Worst. Customer ""service"". Ever. #customerservice #fail",,2/23/15 20:39,5.70081e+17,LA,Pacific Time (US & Canada)
3725,681453705,False,finalized,3,2/25/15 0:57,negative,1.0,Customer Service Issue,0.6639,United,,JTMacrizzle,,0,"I will, if you can show me where this new program is beneficial to your longstanding loyal consumers... @united","[0.0, 0.0]",2/18/15 13:53,5.68166e+17,"Arlington, VA",Quito
11890,681463192,False,finalized,3,2/25/15 7:43,negative,0.6449,longlines,0.33399999999999996,American,,TheTPVshow,,0,"@AmericanAir I slept in the miami airport due to mechanical issues and was given 10,000 bonus miles to try and make it right. #slapintheface",,2/24/15 11:37,5.70307e+17,MN,Central Time (US & Canada)
7656,681458364,False,finalized,3,2/25/15 5:01,negative,1.0,Can't Tell,0.6495,Delta,,MaverickEMT,,0,@JetBlue just lost very loyal customers who use them 4-10 times a year.,,2/22/15 0:29,5.69414e+17,New York,Eastern Time (US & Canada)
161,681448509,False,finalized,3,2/25/15 6:42,negative,1.0,Cancelled Flight,1.0,Virgin America,,finslippy,,0,"@VirginAmerica our flight into lga was Cancelled Flighted. We're stuck in Dallas. I called to reschedule, told I could get a flight for today...(1/2)",,2/22/15 10:29,5.69565e+17,Brooklyn,Eastern Time (US & Canada)
7056,681457554,False,finalized,3,2/25/15 5:45,positive,0.667,,,Delta,,iii_am_mee,,0,Lmfaooo ÛÏ@JetBlue: Our fleet's on fleek. http://t.co/1G9RnmYUQeÛ,,2/23/15 11:49,5.69947e+17,Friend Zone ,Quito
641,681449135,False,finalized,3,2/25/15 4:51,neutral,1.0,,,United,,TaylorGravett,,0,@united please be good to me this weekend!,,2/24/15 6:44,5.70233e+17,Kansas,Central Time (US & Canada)
